publish,event_id,record_type,evidence,disease,title,location,iso3,latitude,longitude,location_precision,published,updated,response,human_suspected,human_confirmed,human_deaths,animal_outbreaks,animal_sick,animal_deaths,animal_culled,species,source_id,source_name,source_level,source_kind,access_level,source_url,verification,summary
true,kemkes-profile-rabies-lyssa-2024-kalimantan-barat,event,confirmed,Rabies,Kematian rabies (Lyssa) — agregat tahunan 2024 · Kalimantan Barat,"Kalimantan Barat, Indonesia",IDN,-0.28,111.48,province,2024-12-31,2025-09-12,Program pengendalian rabies,,,9,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.c pada halaman PDF 499.,Agregat tahunan resmi. Angka adalah kematian Lyssa; GHPR dan pemberian VAR tidak dihitung sebagai kasus rabies.
true,kemkes-profile-rabies-lyssa-2024-sulawesi-utara,event,confirmed,Rabies,Kematian rabies (Lyssa) — agregat tahunan 2024 · Sulawesi Utara,"Sulawesi Utara, Indonesia",IDN,0.62,123.98,province,2024-12-31,2025-09-12,Program pengendalian rabies,,,11,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.c pada halaman PDF 499.,Agregat tahunan resmi. Angka adalah kematian Lyssa; GHPR dan pemberian VAR tidak dihitung sebagai kasus rabies.
true,kemkes-profile-rabies-lyssa-2024-sulawesi-tengah,event,confirmed,Rabies,Kematian rabies (Lyssa) — agregat tahunan 2024 · Sulawesi Tengah,"Sulawesi Tengah, Indonesia",IDN,-1.43,121.45,province,2024-12-31,2025-09-12,Program pengendalian rabies,,,1,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.c pada halaman PDF 499.,Agregat tahunan resmi. Angka adalah kematian Lyssa; GHPR dan pemberian VAR tidak dihitung sebagai kasus rabies.
true,kemkes-profile-rabies-lyssa-2024-sulawesi-selatan,event,confirmed,Rabies,Kematian rabies (Lyssa) — agregat tahunan 2024 · Sulawesi Selatan,"Sulawesi Selatan, Indonesia",IDN,-3.67,119.97,province,2024-12-31,2025-09-12,Program pengendalian rabies,,,4,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.c pada halaman PDF 499.,Agregat tahunan resmi. Angka adalah kematian Lyssa; GHPR dan pemberian VAR tidak dihitung sebagai kasus rabies.
true,kemkes-profile-rabies-lyssa-2024-gorontalo,event,confirmed,Rabies,Kematian rabies (Lyssa) — agregat tahunan 2024 · Gorontalo,"Gorontalo, Indonesia",IDN,0.7,122.45,province,2024-12-31,2025-09-12,Program pengendalian rabies,,,2,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.c pada halaman PDF 499.,Agregat tahunan resmi. Angka adalah kematian Lyssa; GHPR dan pemberian VAR tidak dihitung sebagai kasus rabies.
true,kemkes-profile-rabies-lyssa-2024-maluku,event,confirmed,Rabies,Kematian rabies (Lyssa) — agregat tahunan 2024 · Maluku,"Maluku, Indonesia",IDN,-3.24,130.15,province,2024-12-31,2025-09-12,Program pengendalian rabies,,,4,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.c pada halaman PDF 499.,Agregat tahunan resmi. Angka adalah kematian Lyssa; GHPR dan pemberian VAR tidak dihitung sebagai kasus rabies.
true,kemkes-profile-leptospirosis-2022-dki-jakarta,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · DKI Jakarta,"DKI Jakarta, Indonesia",IDN,-6.21,106.85,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,18,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-jawa-barat,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · Jawa Barat,"Jawa Barat, Indonesia",IDN,-7.09,107.67,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,187,30,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-jawa-tengah,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · Jawa Tengah,"Jawa Tengah, Indonesia",IDN,-7.15,110.14,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,502,70,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-di-yogyakarta,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · DI Yogyakarta,"DI Yogyakarta, Indonesia",IDN,-7.88,110.43,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,235,13,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-jawa-timur,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · Jawa Timur,"Jawa Timur, Indonesia",IDN,-7.54,112.24,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,606,23,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-banten,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · Banten,"Banten, Indonesia",IDN,-6.41,106.06,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,64,12,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-kalimantan-utara,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · Kalimantan Utara,"Kalimantan Utara, Indonesia",IDN,3.07,116.04,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,3,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-sulawesi-selatan,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · Sulawesi Selatan,"Sulawesi Selatan, Indonesia",IDN,-3.67,119.97,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,1,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-sulawesi-tenggara,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · Sulawesi Tenggara,"Sulawesi Tenggara, Indonesia",IDN,-4.14,122.17,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,4,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2022-kalimantan-timur,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2022 · Kalimantan Timur,"Kalimantan Timur, Indonesia",IDN,0.54,116.42,province,2022-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,4,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-dki-jakarta,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · DKI Jakarta,"DKI Jakarta, Indonesia",IDN,-6.21,106.85,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,15,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-jawa-barat,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Jawa Barat,"Jawa Barat, Indonesia",IDN,-7.09,107.67,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,54,6,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-jawa-tengah,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Jawa Tengah,"Jawa Tengah, Indonesia",IDN,-7.15,110.14,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,884,139,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-di-yogyakarta,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · DI Yogyakarta,"DI Yogyakarta, Indonesia",IDN,-7.88,110.43,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,377,32,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-jawa-timur,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Jawa Timur,"Jawa Timur, Indonesia",IDN,-7.54,112.24,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,1090,17,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-banten,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Banten,"Banten, Indonesia",IDN,-6.41,106.06,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,30,7,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-maluku,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Maluku,"Maluku, Indonesia",IDN,-3.24,130.15,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,5,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-kalimantan-utara,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Kalimantan Utara,"Kalimantan Utara, Indonesia",IDN,3.07,116.04,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,35,1,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-sulawesi-selatan,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Sulawesi Selatan,"Sulawesi Selatan, Indonesia",IDN,-3.67,119.97,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,26,3,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-sulawesi-tenggara,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Sulawesi Tenggara,"Sulawesi Tenggara, Indonesia",IDN,-4.14,122.17,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,1,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2023-kalimantan-timur,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2023 · Kalimantan Timur,"Kalimantan Timur, Indonesia",IDN,0.54,116.42,province,2023-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,28,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-dki-jakarta,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · DKI Jakarta,"DKI Jakarta, Indonesia",IDN,-6.21,106.85,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,22,5,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-jawa-barat,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Jawa Barat,"Jawa Barat, Indonesia",IDN,-7.09,107.67,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,62,8,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-jawa-tengah,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Jawa Tengah,"Jawa Tengah, Indonesia",IDN,-7.15,110.14,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,545,66,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-di-yogyakarta,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · DI Yogyakarta,"DI Yogyakarta, Indonesia",IDN,-7.88,110.43,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,168,13,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-jawa-timur,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Jawa Timur,"Jawa Timur, Indonesia",IDN,-7.54,112.24,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,487,6,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-banten,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Banten,"Banten, Indonesia",IDN,-6.41,106.06,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,67,9,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-kalimantan-utara,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Kalimantan Utara,"Kalimantan Utara, Indonesia",IDN,3.07,116.04,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,15,2,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-sulawesi-selatan,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Sulawesi Selatan,"Sulawesi Selatan, Indonesia",IDN,-3.67,119.97,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,21,5,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-sumatera-selatan,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Sumatera Selatan,"Sumatera Selatan, Indonesia",IDN,-3.32,103.91,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,2,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-kalimantan-timur,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Kalimantan Timur,"Kalimantan Timur, Indonesia",IDN,0.54,116.42,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,41,2,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-kalimantan-selatan,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Kalimantan Selatan,"Kalimantan Selatan, Indonesia",IDN,-3.09,115.28,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,15,1,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-bali,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Bali,"Bali, Indonesia",IDN,-8.34,115.09,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,3,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-gorontalo,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Gorontalo,"Gorontalo, Indonesia",IDN,0.7,122.45,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,57,4,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-leptospirosis-2024-kalimantan-barat,event,confirmed,Leptospirosis,Leptospirosis — agregat tahunan 2024 · Kalimantan Barat,"Kalimantan Barat, Indonesia",IDN,-0.28,111.48,province,2024-12-31,2025-09-12,Surveilans dan pengendalian leptospirosis,,1,0,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Lampiran 74.d pada halaman PDF 500.,Agregat tahunan resmi kasus dan kematian leptospirosis menurut provinsi.
true,kemkes-profile-2024-covid-19,event,confirmed,COVID-19,Kasus konfirmasi COVID-19 — tahun 2024,Indonesia,IDN,-2.55,118.01,country,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,8624,93,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 228 / PDF 260; angka 2024 bukan total kumulatif.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-mpox-dki-jakarta,event,confirmed,Mpox,Mpox — tahun 2024 · DKI Jakarta,"DKI Jakarta, Indonesia",IDN,-6.21,106.85,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,8,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 228 / PDF 260; jumlah provinsi menjumlah menjadi 14 kasus.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
